review_id,model_id,evaluation_id,suite_id,reviewer_type,reviewed_at,evidence_kind,evidence_path,evidence_revision,evidence_sha256,source_locator,source_locator_reachable,checks_passed,duplicate_group_ids,canonical_setting_decision,audit_status_preserved,prior_review_status,review_outcome,promotion_eligible,decision_reason
review.858d89270e1004187950,chief-patch-mean,pathobench.threads2025.boehmk_.pfs,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=37|model_row=Chief Mean Pooling|base_task=pathobench.boehmk_.pfs,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.boehmk_.pfs,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.40854c5101884fda69ac,chief-patch-mean,pathobench.threads2025.bracs.slidelevel-coarse,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=23|model_row=Chief Mean Pooling|base_task=pathobench.bracs.slidelevel-coarse,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.bracs.slidelevel-coarse,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.258f9e188bf1ba7d7a64,chief-patch-mean,pathobench.threads2025.bracs.slidelevel-fine,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=23|model_row=Chief Mean Pooling|base_task=pathobench.bracs.slidelevel-fine,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.bracs.slidelevel-fine,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.371de58e018a4e0f5a66,chief-patch-mean,pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=15|model_row=Chief Mean Pooling|base_task=pathobench.cptac_brca.pik3ca-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_brca.pik3ca-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.ee533ec957e3655ab3cf,chief-patch-mean,pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=15|model_row=Chief Mean Pooling|base_task=pathobench.cptac_brca.tp53-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_brca.tp53-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.faa8bf18b86880d61a4a,chief-patch-mean,pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=16|model_row=Chief Mean Pooling|base_task=pathobench.cptac_ccrcc.bap1-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_ccrcc.bap1-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.6aa0b0dcf0dd0f7b1d9b,chief-patch-mean,pathobench.threads2025.cptac_ccrcc.os,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=33|model_row=Chief Mean Pooling|base_task=pathobench.cptac_ccrcc.os,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_ccrcc.os,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.8fabf8669dc1c5d62d48,chief-patch-mean,pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=16|model_row=Chief Mean Pooling|base_task=pathobench.cptac_ccrcc.pbrm1-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_ccrcc.pbrm1-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.feda041cb72d009317ac,chief-patch-mean,pathobench.threads2025.cptac_coad.kras-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=17|model_row=Chief Mean Pooling|base_task=pathobench.cptac_coad.kras-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_coad.kras-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.0317e4712bc7a0be7c36,chief-patch-mean,pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=17|model_row=Chief Mean Pooling|base_task=pathobench.cptac_coad.tp53-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_coad.tp53-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7eac1763fc91684a4828,chief-patch-mean,pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=18|model_row=Chief Mean Pooling|base_task=pathobench.cptac_gbm.egfr-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_gbm.egfr-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.967a8e1a6c537152f149,chief-patch-mean,pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=18|model_row=Chief Mean Pooling|base_task=pathobench.cptac_gbm.tp53-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_gbm.tp53-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7d2d75082643aa3ebb7a,chief-patch-mean,pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=19|model_row=Chief Mean Pooling|base_task=pathobench.cptac_hnsc.casp8-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_hnsc.casp8-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.ad453ff767577d188afd,chief-patch-mean,pathobench.threads2025.cptac_hnsc.os,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=34|model_row=Chief Mean Pooling|base_task=pathobench.cptac_hnsc.os,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_hnsc.os,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.8edec01898f9b9f15ba7,chief-patch-mean,pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=20|model_row=Chief Mean Pooling|base_task=pathobench.cptac_lscc.arid1a-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_lscc.arid1a-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.f71fe1e53e45ca641492,chief-patch-mean,pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=20|model_row=Chief Mean Pooling|base_task=pathobench.cptac_lscc.keap1-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_lscc.keap1-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.42b0cb3f4a88578be1da,chief-patch-mean,pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=21|model_row=Chief Mean Pooling|base_task=pathobench.cptac_luad.egfr-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_luad.egfr-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.b01f0d2b566bb00e3f6c,chief-patch-mean,pathobench.threads2025.cptac_luad.os,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=32|model_row=Chief Mean Pooling|base_task=pathobench.cptac_luad.os,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_luad.os,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.8ad810f8635620645152,chief-patch-mean,pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=21|model_row=Chief Mean Pooling|base_task=pathobench.cptac_luad.stk11-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_luad.stk11-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7e447c803437b5a61edb,chief-patch-mean,pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=21|model_row=Chief Mean Pooling|base_task=pathobench.cptac_luad.tp53-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_luad.tp53-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.63fb761b42e0890a66dc,chief-patch-mean,pathobench.threads2025.cptac_pda.os,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=31|model_row=Chief Mean Pooling|base_task=pathobench.cptac_pda.os,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_pda.os,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.a28b1e6ea1f3f37a0a60,chief-patch-mean,pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=22|model_row=Chief Mean Pooling|base_task=pathobench.cptac_pda.smad4-mutation,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.cptac_pda.smad4-mutation,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.6e3ae687d66be3e8fd98,chief-patch-mean,pathobench.threads2025.ebrains.diagnosis,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=24|model_row=Chief Mean Pooling|base_task=pathobench.ebrains.diagnosis,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.ebrains.diagnosis,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
review.7c3776572731efa0d646,chief-patch-mean,pathobench.threads2025.ebrains.diagnosis-group,pathobench,automated_agent_review,2026-08-06T00:00:00Z,paper_snapshot,source_data/threads_pathobench_2501.16652v1.csv,arxiv:2501.16652v1,876ad2edb815c80d0191656930a5f0a2728802361981906e4c694916dd13ff61,paper=THREADS|extended_data_table=24|model_row=Chief Mean Pooling|base_task=pathobench.ebrains.diagnosis-group,true,dedup_group_contract;metric_direction_scale;model_alias;protocol_setting;source_locator;source_value;split_version,exact.pathobench.ebrains.diagnosis-group,retain_protocol_specific_cell,parsed_primary_source,machine_parsed_single_source,source_locator_crosschecked,true,"Pinned source value, locator, alias, metric transform, protocol, and revision exactly reproduce the registry row."
