source_scope,source_table,source_row,model_alias,model_id,dataset_scope,endpoint,evaluation_id,metric,value,value_unit,uncertainty,direction,protocol,reference_url,source_locator,source_revision,source_sha256,inclusion_status,inclusion_reason
published_paper,Fig-3d-correlation_apds_x_ri,7,H-optimus-0,h-optimus-0,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-0.19062395703284524,percent_relative_change,95%_ci_half_width=0.666814603783955;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=7;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,8,H0-mini,h0-mini,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-1.825941107647441,percent_relative_change,95%_ci_half_width=0.714853129953316;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=8;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,8,H0-mini,h0-mini,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-0.25706982620534036,percent_relative_change,95%_ci_half_width=0.845065485507544;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=8;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,9,HIPT,hipt,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-6.985475302781239,percent_relative_change,95%_ci_half_width=1.59590698025588;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=9;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,9,HIPT,hipt,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-7.197706579995759,percent_relative_change,95%_ci_half_width=2.03146814302898;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=9;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,10,Kaiko ViT-B/8,kaiko-vit-b-8,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-4.061695664389265,percent_relative_change,95%_ci_half_width=0.722759579749089;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=10;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,10,Kaiko ViT-B/8,kaiko-vit-b-8,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-1.4548104150688226,percent_relative_change,95%_ci_half_width=0.42672610388005;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=10;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,11,Kang-DINO,kang-dino,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-4.9984785198235935,percent_relative_change,95%_ci_half_width=0.772179915336249;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=11;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,11,Kang-DINO,kang-dino,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-2.188631742751265,percent_relative_change,95%_ci_half_width=0.803683487061055;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=11;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,12,MUSK,musk,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-2.7658489843537417,percent_relative_change,95%_ci_half_width=0.584936089739651;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=12;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,12,MUSK,musk,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-2.4460397544576415,percent_relative_change,95%_ci_half_width=0.736276832687961;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=12;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,13,Phikon,phikon,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-5.99314332799285,percent_relative_change,95%_ci_half_width=0.911847138553681;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=13;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,13,Phikon,phikon,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-3.734578102692717,percent_relative_change,95%_ci_half_width=0.978576018092985;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=13;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,14,Phikon-v2,phikon-v2,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-7.489242246395168,percent_relative_change,95%_ci_half_width=0.893234153497014;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=14;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,14,Phikon-v2,phikon-v2,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-5.16326228679813,percent_relative_change,95%_ci_half_width=1.090437862827;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=14;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,15,Prov-GigaPath,prov-gigapath,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-5.836020412141404,percent_relative_change,95%_ci_half_width=0.747093990070874;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=15;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,15,Prov-GigaPath,prov-gigapath,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-1.6165282993120837,percent_relative_change,95%_ci_half_width=0.538787291174419;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=15;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,16,RetCCL,retccl,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-6.321906387006053,percent_relative_change,95%_ci_half_width=0.934655964165159;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=16;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,16,RetCCL,retccl,camelyon+tcga_4x4+tolkach_esca,apd_ood,pathorob.nature2026.all_datasets.apd_ood,average_performance_drop_percent,-5.582562437161476,percent_relative_change,95%_ci_half_width=1.6528693172188;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=16;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
published_paper,Fig-3d-correlation_apds_x_ri,17,RudolfV,rudolfv,camelyon+tcga_4x4+tolkach_esca,apd_id,pathorob.nature2026.all_datasets.apd_id,average_performance_drop_percent,-6.75048152905809,percent_relative_change,95%_ci_half_width=0.965432684932643;n=60;df=59;dataset_variance_corrected=true,higher_closer_to_zero,"Mean signed relative accuracy change from the balanced split across all nonbaseline spurious-correlation splits, 20 repetitions, and three datasets; ID and OOD are distinct endpoints.",https://www.nature.com/articles/s41467-026-73923-2,41467_2026_73923_MOESM4_ESM.xlsx|sheet=Fig-3d-correlation_apds_x_ri|row=17;ci_source=Fig-3c-apds,PMC13260997.1,07456f3ffc5270ea1d8d48a8f82c08a5be396c88f99cc0227968dad721943047,canonical_analysis_ineligible,"Primary published mean is registry-eligible, but signed APD has no source-defined bounded common-scale normalization; arbitrary clipping or rescaling is forbidden."
