source_scope,source_table,source_row,model_alias,model_id,model_revision,suite_id,task_label,evaluation_id,dedup_key,metric,value,value_unit,uncertainty,level,magnification,embedding_recipe,downstream_protocol,cohort_access,reference_url,source_locator,source_revision,source_sha256,inclusion_status,inclusion_reason
official_primary_paper,Supplementary Table 23,Mean pool (CONCHv1.5)/0.624±0.0169/knn/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 23: Linear probing results for OncoTree code (C = 46) prediction on TCGA-OT,conch15.titan2025.t23.0.knn.balanced_accuracy,supplementary_table_23:_linear_probing_results_for_oncotree_code_(c_=_46)_prediction_on_tcga-ot.0.624±0.0169.balanced_accuracy,balanced_accuracy,0.573,fraction,reported ± 0.0153,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 23|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 23,Mean pool (CONCHv1.5)/0.624±0.0169/knn/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 23: Linear probing results for OncoTree code (C = 46) prediction on TCGA-OT,conch15.titan2025.t23.0.knn.weighted_f1,supplementary_table_23:_linear_probing_results_for_oncotree_code_(c_=_46)_prediction_on_tcga-ot.0.624±0.0169.weighted_f1,weighted_f1,0.666,fraction,reported ± 0.0132,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 23|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 24,Mean pool (CONCHv1.5)/0.476±0.0112/logistic_regression/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 24: Linear probing results for OncoTree code (C = 108) prediction on OT108,conch15.titan2025.t24.0.logistic_regression.balanced_accuracy,supplementary_table_24:_linear_probing_results_for_oncotree_code_(c_=_108)_prediction_on_ot108.0.476±0.0112.balanced_accuracy,balanced_accuracy,0.476,fraction,reported ± 0.0112,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,logistic_regression,private_internal,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 24|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,private_internal_excluded,Internal/private cohort is not eligible for the public matrix.
official_primary_paper,Supplementary Table 24,Mean pool (CONCHv1.5)/0.476±0.0112/logistic_regression/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 24: Linear probing results for OncoTree code (C = 108) prediction on OT108,conch15.titan2025.t24.0.logistic_regression.weighted_f1,supplementary_table_24:_linear_probing_results_for_oncotree_code_(c_=_108)_prediction_on_ot108.0.476±0.0112.weighted_f1,weighted_f1,0.459,fraction,reported ± 0.0129,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,logistic_regression,private_internal,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 24|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,private_internal_excluded,Internal/private cohort is not eligible for the public matrix.
official_primary_paper,Supplementary Table 24,Mean pool (CONCHv1.5)/0.476±0.0112/simpleshot/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 24: Linear probing results for OncoTree code (C = 108) prediction on OT108,conch15.titan2025.t24.0.simpleshot.balanced_accuracy,supplementary_table_24:_linear_probing_results_for_oncotree_code_(c_=_108)_prediction_on_ot108.0.476±0.0112.balanced_accuracy,balanced_accuracy,0.411,fraction,reported ± 0.0107,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,simpleshot,private_internal,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 24|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,private_internal_excluded,Internal/private cohort is not eligible for the public matrix.
official_primary_paper,Supplementary Table 24,Mean pool (CONCHv1.5)/0.476±0.0112/simpleshot/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 24: Linear probing results for OncoTree code (C = 108) prediction on OT108,conch15.titan2025.t24.0.simpleshot.weighted_f1,supplementary_table_24:_linear_probing_results_for_oncotree_code_(c_=_108)_prediction_on_ot108.0.476±0.0112.weighted_f1,weighted_f1,0.404,fraction,reported ± 0.0127,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,simpleshot,private_internal,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 24|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,private_internal_excluded,Internal/private cohort is not eligible for the public matrix.
official_primary_paper,Supplementary Table 24,Mean pool (CONCHv1.5)/0.476±0.0112/knn/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 24: Linear probing results for OncoTree code (C = 108) prediction on OT108,conch15.titan2025.t24.0.knn.balanced_accuracy,supplementary_table_24:_linear_probing_results_for_oncotree_code_(c_=_108)_prediction_on_ot108.0.476±0.0112.balanced_accuracy,balanced_accuracy,0.368,fraction,reported ± 0.0103,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,private_internal,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 24|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,private_internal_excluded,Internal/private cohort is not eligible for the public matrix.
official_primary_paper,Supplementary Table 24,Mean pool (CONCHv1.5)/0.476±0.0112/knn/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 24: Linear probing results for OncoTree code (C = 108) prediction on OT108,conch15.titan2025.t24.0.knn.weighted_f1,supplementary_table_24:_linear_probing_results_for_oncotree_code_(c_=_108)_prediction_on_ot108.0.476±0.0112.weighted_f1,weighted_f1,0.341,fraction,reported ± 0.0122,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,private_internal,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 24|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,private_internal_excluded,Internal/private cohort is not eligible for the public matrix.
official_primary_paper,Supplementary Table 25,Mean pool (CONCHv1.5)/0.644±0.0215/logistic_regression/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 25: Linear probing results for tumor type (C = 30) prediction on EBRAINS,conch15.titan2025.t25.0.logistic_regression.balanced_accuracy,supplementary_table_25:_linear_probing_results_for_tumor_type_(c_=_30)_prediction_on_ebrains.0.644±0.0215.balanced_accuracy,balanced_accuracy,0.644,fraction,reported ± 0.0215,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,logistic_regression,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 25|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 25,Mean pool (CONCHv1.5)/0.644±0.0215/logistic_regression/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 25: Linear probing results for tumor type (C = 30) prediction on EBRAINS,conch15.titan2025.t25.0.logistic_regression.weighted_f1,supplementary_table_25:_linear_probing_results_for_tumor_type_(c_=_30)_prediction_on_ebrains.0.644±0.0215.weighted_f1,weighted_f1,0.715,fraction,reported ± 0.0200,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,logistic_regression,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 25|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 25,Mean pool (CONCHv1.5)/0.644±0.0215/simpleshot/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 25: Linear probing results for tumor type (C = 30) prediction on EBRAINS,conch15.titan2025.t25.0.simpleshot.balanced_accuracy,supplementary_table_25:_linear_probing_results_for_tumor_type_(c_=_30)_prediction_on_ebrains.0.644±0.0215.balanced_accuracy,balanced_accuracy,0.550,fraction,reported ± 0.0221,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,simpleshot,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 25|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 25,Mean pool (CONCHv1.5)/0.644±0.0215/simpleshot/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 25: Linear probing results for tumor type (C = 30) prediction on EBRAINS,conch15.titan2025.t25.0.simpleshot.weighted_f1,supplementary_table_25:_linear_probing_results_for_tumor_type_(c_=_30)_prediction_on_ebrains.0.644±0.0215.weighted_f1,weighted_f1,0.480,fraction,reported ± 0.0217,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,simpleshot,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 25|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 25,Mean pool (CONCHv1.5)/0.644±0.0215/knn/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 25: Linear probing results for tumor type (C = 30) prediction on EBRAINS,conch15.titan2025.t25.0.knn.balanced_accuracy,supplementary_table_25:_linear_probing_results_for_tumor_type_(c_=_30)_prediction_on_ebrains.0.644±0.0215.balanced_accuracy,balanced_accuracy,0.551,fraction,reported ± 0.0221,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 25|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 25,Mean pool (CONCHv1.5)/0.644±0.0215/knn/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 25: Linear probing results for tumor type (C = 30) prediction on EBRAINS,conch15.titan2025.t25.0.knn.weighted_f1,supplementary_table_25:_linear_probing_results_for_tumor_type_(c_=_30)_prediction_on_ebrains.0.644±0.0215.weighted_f1,weighted_f1,0.631,fraction,reported ± 0.0211,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 25|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 26,Mean pool (CONCHv1.5)/0.927±0.0229/logistic_regression/auroc,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 26: Linear probing results for tumor subtype (C = 2) prediction on TCGA-BRCA,conch15.titan2025.t26.0.logistic_regression.auroc,supplementary_table_26:_linear_probing_results_for_tumor_subtype_(c_=_2)_prediction_on_tcga-brca.0.927±0.0229.auroc,auroc,0.927,fraction,reported ± 0.0229,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,logistic_regression,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 26|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 26,Mean pool (CONCHv1.5)/0.927±0.0229/logistic_regression/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 26: Linear probing results for tumor subtype (C = 2) prediction on TCGA-BRCA,conch15.titan2025.t26.0.logistic_regression.balanced_accuracy,supplementary_table_26:_linear_probing_results_for_tumor_subtype_(c_=_2)_prediction_on_tcga-brca.0.927±0.0229.balanced_accuracy,balanced_accuracy,0.776,fraction,reported ± 0.0626,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,logistic_regression,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 26|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 26,Mean pool (CONCHv1.5)/0.927±0.0229/simpleshot/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 26: Linear probing results for tumor subtype (C = 2) prediction on TCGA-BRCA,conch15.titan2025.t26.0.simpleshot.balanced_accuracy,supplementary_table_26:_linear_probing_results_for_tumor_subtype_(c_=_2)_prediction_on_tcga-brca.0.927±0.0229.balanced_accuracy,balanced_accuracy,0.803,fraction,reported ± 0.0443,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,simpleshot,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 26|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 26,Mean pool (CONCHv1.5)/0.927±0.0229/simpleshot/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 26: Linear probing results for tumor subtype (C = 2) prediction on TCGA-BRCA,conch15.titan2025.t26.0.simpleshot.weighted_f1,supplementary_table_26:_linear_probing_results_for_tumor_subtype_(c_=_2)_prediction_on_tcga-brca.0.927±0.0229.weighted_f1,weighted_f1,0.810,fraction,reported ± 0.0723,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,simpleshot,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 26|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 26,Mean pool (CONCHv1.5)/0.927±0.0229/knn/balanced_accuracy,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 26: Linear probing results for tumor subtype (C = 2) prediction on TCGA-BRCA,conch15.titan2025.t26.0.knn.balanced_accuracy,supplementary_table_26:_linear_probing_results_for_tumor_subtype_(c_=_2)_prediction_on_tcga-brca.0.927±0.0229.balanced_accuracy,balanced_accuracy,0.767,fraction,reported ± 0.0600,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 26|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
official_primary_paper,Supplementary Table 26,Mean pool (CONCHv1.5)/0.927±0.0229/knn/weighted_f1,CONCHv1.5,conch-1.5,CONCHv1.5 ViT-L/16 packaged with TITAN,titan_patch_encoder,Supplementary Table 26: Linear probing results for tumor subtype (C = 2) prediction on TCGA-BRCA,conch15.titan2025.t26.0.knn.weighted_f1,supplementary_table_26:_linear_probing_results_for_tumor_subtype_(c_=_2)_prediction_on_tcga-brca.0.927±0.0229.weighted_f1,weighted_f1,0.878,fraction,reported ± 0.0334,slide,20x patches; slide mean pooling,mean-pooled frozen CONCHv1.5 patch embeddings,knn,public,https://www.nature.com/articles/s41591-025-03982-3,Supplementary Information|Table 26|Mean pool (CONCHv1.5),Nature Medicine 2025 supplementary PDF,26321e4018bec7b80f2fe7ea7cc497139c83b44fb60df5128417623ad1f71a70,canonical_candidate,Public leaf protocol cell.
