source_scope,source_table,source_row,model_alias,model_id,model_revision,suite_id,task_label,evaluation_id,dedup_key,metric,value,value_unit,uncertainty,level,magnification,embedding_recipe,downstream_protocol,cohort_access,reference_url,source_locator,source_revision,source_sha256,inclusion_status,inclusion_reason
official_primary_paper,Table 4,CellViT-Hibou-L/neoplastic/f1,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/neoplastic,hibou-l.hibou2024.table4.pannuke.neoplastic.f1,pannuke.neoplastic.f1,f1,0.72,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|neoplastic,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 3,CellViT-Hibou-L/epithelial/panoptic_quality,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/epithelial,hibou-l.hibou2024.table3.pannuke.epithelial.panoptic_quality,pannuke.epithelial.panoptic_quality,panoptic_quality,0.591,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 3|CellViT-Hibou-L|epithelial,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/epithelial/precision,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/epithelial,hibou-l.hibou2024.table4.pannuke.epithelial.precision,pannuke.epithelial.precision,precision,0.76,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|epithelial,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/epithelial/recall,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/epithelial,hibou-l.hibou2024.table4.pannuke.epithelial.recall,pannuke.epithelial.recall,recall,0.76,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|epithelial,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/epithelial/f1,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/epithelial,hibou-l.hibou2024.table4.pannuke.epithelial.f1,pannuke.epithelial.f1,f1,0.76,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|epithelial,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 3,CellViT-Hibou-L/inflammatory/panoptic_quality,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/inflammatory,hibou-l.hibou2024.table3.pannuke.inflammatory.panoptic_quality,pannuke.inflammatory.panoptic_quality,panoptic_quality,0.426,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 3|CellViT-Hibou-L|inflammatory,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/inflammatory/precision,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/inflammatory,hibou-l.hibou2024.table4.pannuke.inflammatory.precision,pannuke.inflammatory.precision,precision,0.63,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|inflammatory,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/inflammatory/recall,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/inflammatory,hibou-l.hibou2024.table4.pannuke.inflammatory.recall,pannuke.inflammatory.recall,recall,0.58,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|inflammatory,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/inflammatory/f1,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/inflammatory,hibou-l.hibou2024.table4.pannuke.inflammatory.f1,pannuke.inflammatory.f1,f1,0.60,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|inflammatory,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 3,CellViT-Hibou-L/connective/panoptic_quality,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/connective,hibou-l.hibou2024.table3.pannuke.connective.panoptic_quality,pannuke.connective.panoptic_quality,panoptic_quality,0.425,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 3|CellViT-Hibou-L|connective,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/connective/precision,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/connective,hibou-l.hibou2024.table4.pannuke.connective.precision,pannuke.connective.precision,precision,0.58,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|connective,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/connective/recall,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/connective,hibou-l.hibou2024.table4.pannuke.connective.recall,pannuke.connective.recall,recall,0.53,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|connective,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/connective/f1,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/connective,hibou-l.hibou2024.table4.pannuke.connective.f1,pannuke.connective.f1,f1,0.55,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|connective,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 3,CellViT-Hibou-L/dead/panoptic_quality,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/dead,hibou-l.hibou2024.table3.pannuke.dead.panoptic_quality,pannuke.dead.panoptic_quality,panoptic_quality,0.185,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 3|CellViT-Hibou-L|dead,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/dead/precision,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/dead,hibou-l.hibou2024.table4.pannuke.dead.precision,pannuke.dead.precision,precision,0.51,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|dead,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/dead/recall,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/dead,hibou-l.hibou2024.table4.pannuke.dead.recall,pannuke.dead.recall,recall,0.35,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|dead,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
official_primary_paper,Table 4,CellViT-Hibou-L/dead/f1,CellViT-Hibou-L,hibou-l,Hibou-L backbone embedded in task-trained CellViT,hibou_primary,PanNuke nuclei/dead,hibou-l.hibou2024.table4.pannuke.dead.f1,pannuke.dead.f1,f1,0.41,fraction,mean across three PanNuke splits,tile,source-defined,Hibou-L used as CellViT backbone,end-to-end nuclei instance segmentation/classification training,public,https://arxiv.org/abs/2406.05074,paper|Table 4|CellViT-Hibou-L|dead,arXiv:2406.05074v1 (2024-06-07),5c4086cad4dfa47ae6699a53149362a9a593785830b56dcc4971a72fe95d5fe5,fine_tuned_excluded,Task-specific CellViT training changes the backbone and is not a frozen-encoder probe.
